timestamp,epoch,val_loss,val_iou,val_f1,val_accuracy,val_dice_loss,val_focal_loss,train_loss,train_iou,train_f1,train_accuracy,epoch_time_s
2025-07-31 23:36:10,1,0.1348,0.9062,0.9508,0.9508,0.4124,0.0853,0.1681,0.8878,0.9406,0.9406,31.88
2025-07-31 23:36:42,2,0.1359,0.9073,0.9514,0.9514,0.3892,0.0747,0.1310,0.9068,0.9511,0.9511,32.22
2025-07-31 23:37:14,3,0.1254,0.9111,0.9535,0.9535,0.3855,0.0734,0.1242,0.9100,0.9529,0.9529,32.46
2025-07-31 23:37:46,4,0.1183,0.9135,0.9548,0.9548,0.3558,0.0712,0.1185,0.9126,0.9543,0.9543,31.55
2025-07-31 23:38:17,5,0.1165,0.9152,0.9557,0.9557,0.3498,0.0684,0.1136,0.9151,0.9557,0.9557,31.09
2025-07-31 23:38:47,6,0.1127,0.9173,0.9569,0.9569,0.3345,0.0732,0.1101,0.9167,0.9565,0.9565,29.67
2025-07-31 23:39:18,7,0.1159,0.9171,0.9568,0.9568,0.3264,0.0753,0.1083,0.9179,0.9572,0.9572,31.47
2025-07-31 23:39:51,8,0.1114,0.9196,0.9581,0.9581,0.3331,0.0702,0.1043,0.9194,0.9580,0.9580,33.15
2025-07-31 23:40:24,9,0.1118,0.9197,0.9581,0.9581,0.3307,0.0711,0.1010,0.9207,0.9587,0.9587,33.01
2025-07-31 23:40:54,10,0.1105,0.9192,0.9579,0.9579,0.3175,0.0681,0.1004,0.9212,0.9590,0.9590,29.45
2025-07-31 23:41:23,11,0.1145,0.9184,0.9575,0.9575,0.3297,0.0770,0.0989,0.9219,0.9594,0.9594,29.43
2025-07-31 23:41:54,12,0.1112,0.9208,0.9588,0.9588,0.3184,0.0735,0.0952,0.9231,0.9600,0.9600,31.14
2025-07-31 23:42:24,13,0.1151,0.9183,0.9574,0.9574,0.3473,0.0694,0.0948,0.9237,0.9603,0.9603,29.33
2025-07-31 23:42:54,14,0.1104,0.9218,0.9593,0.9593,0.3155,0.0708,0.0952,0.9233,0.9601,0.9601,30.55
2025-07-31 23:43:24,15,0.1186,0.9182,0.9574,0.9574,0.3292,0.0824,0.0918,0.9248,0.9609,0.9609,29.36
2025-07-31 23:43:53,16,0.1172,0.9213,0.9590,0.9590,0.3121,0.0828,0.0895,0.9259,0.9615,0.9615,28.92
2025-07-31 23:44:24,17,0.1215,0.9229,0.9599,0.9599,0.3002,0.0868,0.0871,0.9267,0.9620,0.9620,31.53
2025-07-31 23:44:55,18,0.1137,0.9227,0.9598,0.9598,0.3029,0.0774,0.0869,0.9269,0.9621,0.9621,30.43
2025-07-31 23:45:26,19,0.1103,0.9227,0.9598,0.9598,0.3060,0.0707,0.0857,0.9276,0.9624,0.9624,31.86
2025-07-31 23:46:00,20,0.1226,0.9228,0.9599,0.9599,0.3068,0.0868,0.0865,0.9274,0.9623,0.9623,33.69
2025-07-31 23:46:34,21,0.1187,0.9221,0.9595,0.9595,0.3135,0.0836,0.0844,0.9284,0.9629,0.9629,34.37
2025-07-31 23:47:06,22,0.1153,0.9235,0.9602,0.9602,0.2908,0.0793,0.0838,0.9285,0.9629,0.9629,31.91
2025-07-31 23:47:40,23,0.1154,0.9240,0.9605,0.9605,0.2975,0.0782,0.0816,0.9297,0.9636,0.9636,33.36
2025-07-31 23:48:12,24,0.1229,0.9238,0.9604,0.9604,0.2935,0.0884,0.0810,0.9302,0.9638,0.9638,32.01
2025-07-31 23:48:45,25,0.1211,0.9239,0.9605,0.9605,0.2916,0.0872,0.0799,0.9306,0.9641,0.9641,32.88
2025-07-31 23:49:17,26,0.1207,0.9256,0.9614,0.9614,0.2827,0.0882,0.0767,0.9325,0.9651,0.9651,32.44
2025-07-31 23:49:50,27,0.1200,0.9254,0.9612,0.9612,0.2820,0.0875,0.0755,0.9330,0.9654,0.9654,33.06
2025-07-31 23:50:23,28,0.1204,0.9254,0.9612,0.9612,0.2831,0.0878,0.0748,0.9333,0.9655,0.9655,33.19
2025-07-31 23:50:55,29,0.1203,0.9254,0.9612,0.9612,0.2806,0.0876,0.0744,0.9335,0.9656,0.9656,31.98
2025-07-31 23:51:27,30,0.1235,0.9257,0.9614,0.9614,0.2776,0.0917,0.0736,0.9338,0.9658,0.9658,31.94
