timestamp,epoch,val_loss,val_iou,val_f1,val_accuracy,val_dice_loss,val_focal_loss,train_loss,train_iou,train_f1,train_accuracy,epoch_time_s
2025-07-31 16:04:49,1,0.1351,0.9059,0.9506,0.9506,0.4075,0.0879,0.1874,0.8721,0.9317,0.9317,41.29
2025-07-31 16:05:30,2,0.1756,0.9052,0.9503,0.9503,0.4286,0.1400,0.1331,0.9053,0.9503,0.9503,40.99
2025-07-31 16:06:12,3,0.1258,0.9086,0.9521,0.9521,0.3779,0.0817,0.1263,0.9071,0.9513,0.9513,41.49
2025-07-31 16:06:53,4,0.1174,0.9114,0.9536,0.9536,0.3641,0.0703,0.1203,0.9096,0.9527,0.9527,40.77
2025-07-31 16:07:35,5,0.1155,0.9128,0.9544,0.9544,0.3602,0.0718,0.1176,0.9118,0.9539,0.9539,42.19
2025-07-31 16:08:15,6,0.1150,0.9123,0.9541,0.9541,0.3585,0.0732,0.1133,0.9136,0.9549,0.9549,40.01
2025-07-31 16:08:57,7,0.1185,0.9140,0.9551,0.9551,0.3571,0.0731,0.1098,0.9158,0.9560,0.9560,41.79
2025-07-31 16:09:37,8,0.1150,0.9152,0.9557,0.9557,0.3377,0.0753,0.1076,0.9167,0.9565,0.9565,40.76
2025-07-31 16:10:17,9,0.1132,0.9169,0.9566,0.9566,0.3332,0.0672,0.1043,0.9188,0.9577,0.9577,39.82
2025-07-31 16:10:58,10,0.1127,0.9171,0.9568,0.9568,0.3381,0.0719,0.1029,0.9199,0.9583,0.9583,40.29
2025-07-31 16:11:37,11,0.1259,0.9140,0.9551,0.9551,0.3574,0.0686,0.1005,0.9209,0.9588,0.9588,39.59
2025-07-31 16:12:17,12,0.1090,0.9198,0.9582,0.9582,0.3251,0.0666,0.0982,0.9219,0.9594,0.9594,40.21
2025-07-31 16:12:57,13,0.1091,0.9188,0.9577,0.9577,0.3315,0.0694,0.0981,0.9220,0.9594,0.9594,39.98
2025-07-31 16:13:37,14,0.1247,0.9169,0.9567,0.9567,0.3224,0.0913,0.0935,0.9241,0.9606,0.9606,39.63
2025-07-31 16:14:17,15,0.1076,0.9221,0.9595,0.9595,0.3037,0.0685,0.0918,0.9249,0.9610,0.9610,40.46
2025-07-31 16:14:57,16,0.1113,0.9197,0.9582,0.9582,0.3165,0.0712,0.0930,0.9246,0.9608,0.9608,39.97
2025-07-31 16:15:37,17,0.1162,0.9225,0.9597,0.9597,0.3002,0.0831,0.0888,0.9264,0.9618,0.9618,39.98
2025-07-31 16:16:17,18,0.1671,0.8986,0.9466,0.9466,0.4130,0.0843,0.0921,0.9250,0.9611,0.9611,40.12
2025-07-31 16:16:57,19,0.1117,0.9218,0.9593,0.9593,0.3044,0.0772,0.0924,0.9250,0.9610,0.9610,39.69
2025-07-31 16:17:37,20,0.1119,0.9197,0.9582,0.9582,0.3121,0.0702,0.0939,0.9244,0.9607,0.9607,40.25
2025-07-31 16:18:18,21,0.1168,0.9226,0.9597,0.9597,0.2915,0.0836,0.0876,0.9270,0.9621,0.9621,40.53
2025-07-31 16:18:58,22,0.1084,0.9246,0.9608,0.9608,0.2945,0.0742,0.0811,0.9301,0.9638,0.9638,39.72
2025-07-31 16:19:38,23,0.1092,0.9250,0.9610,0.9610,0.2905,0.0756,0.0793,0.9311,0.9643,0.9643,40.34
2025-07-31 16:20:18,24,0.1110,0.9248,0.9609,0.9609,0.2909,0.0778,0.0784,0.9315,0.9645,0.9645,39.97
2025-07-31 16:20:58,25,0.1101,0.9249,0.9610,0.9610,0.2867,0.0765,0.0775,0.9320,0.9648,0.9648,40.23
2025-07-31 16:21:39,26,0.1118,0.9245,0.9607,0.9607,0.2914,0.0787,0.0768,0.9323,0.9650,0.9650,40.38
2025-07-31 16:22:19,27,0.1136,0.9249,0.9610,0.9610,0.2853,0.0812,0.0762,0.9326,0.9652,0.9652,40.06
2025-07-31 16:22:59,28,0.1116,0.9249,0.9610,0.9610,0.2885,0.0783,0.0754,0.9330,0.9654,0.9654,40.21
2025-07-31 16:23:39,29,0.1137,0.9249,0.9610,0.9610,0.2873,0.0807,0.0752,0.9332,0.9654,0.9654,40.00
2025-07-31 16:24:19,30,0.1118,0.9247,0.9609,0.9609,0.2890,0.0782,0.0753,0.9332,0.9655,0.9655,40.39
