timestamp,epoch,val_loss,val_iou,val_f1,val_accuracy,train_loss,train_iou,train_f1,train_accuracy,epoch_time_s
2025-08-01 10:56:47,1,0.1016,0.9302,0.9639,0.9639,0.1562,0.9007,0.9477,0.9477,164.30
2025-08-01 10:59:32,2,0.0938,0.9362,0.9671,0.9671,0.0937,0.9367,0.9673,0.9673,164.67
2025-08-01 11:02:16,3,0.0870,0.9407,0.9695,0.9695,0.0862,0.9415,0.9698,0.9698,164.33
2025-08-01 11:05:00,4,0.0866,0.9399,0.9690,0.9690,0.0810,0.9445,0.9714,0.9714,164.13
2025-08-01 11:07:44,5,0.0862,0.9401,0.9691,0.9691,0.0772,0.9464,0.9724,0.9724,164.08
2025-08-01 11:10:29,6,0.0866,0.9408,0.9695,0.9695,0.0735,0.9484,0.9735,0.9735,164.39
2025-08-01 11:13:13,7,0.0847,0.9426,0.9704,0.9704,0.0712,0.9496,0.9741,0.9741,164.64
2025-08-01 11:15:58,8,0.0880,0.9434,0.9709,0.9709,0.0670,0.9516,0.9752,0.9752,164.53
2025-08-01 11:18:41,9,0.0950,0.9388,0.9684,0.9684,0.0637,0.9531,0.9760,0.9760,163.04
2025-08-01 11:21:24,10,0.0902,0.9429,0.9706,0.9706,0.0618,0.9541,0.9765,0.9765,162.98
2025-08-01 11:24:07,11,0.0976,0.9420,0.9701,0.9701,0.0604,0.9550,0.9770,0.9770,163.39
2025-08-01 11:26:51,12,0.0901,0.9415,0.9698,0.9698,0.0583,0.9559,0.9774,0.9774,163.61
2025-08-01 11:29:35,13,0.0909,0.9440,0.9712,0.9712,0.0551,0.9577,0.9784,0.9784,164.11
2025-08-01 11:32:19,14,0.0967,0.9448,0.9716,0.9716,0.0487,0.9619,0.9806,0.9806,164.33
2025-08-01 11:35:03,15,0.0964,0.9444,0.9714,0.9714,0.0465,0.9632,0.9813,0.9813,164.07
2025-08-01 11:37:48,16,0.0981,0.9444,0.9714,0.9714,0.0452,0.9640,0.9817,0.9817,164.46
2025-08-01 11:40:32,17,0.1011,0.9441,0.9712,0.9712,0.0439,0.9649,0.9821,0.9821,164.17
2025-08-01 11:43:16,18,0.1024,0.9440,0.9712,0.9712,0.0432,0.9654,0.9824,0.9824,163.67
2025-08-01 11:45:59,19,0.1029,0.9438,0.9711,0.9711,0.0421,0.9661,0.9828,0.9828,163.22
2025-08-01 11:48:42,20,0.1026,0.9436,0.9710,0.9710,0.0412,0.9668,0.9831,0.9831,163.30
2025-08-01 11:51:25,21,0.1030,0.9441,0.9712,0.9712,0.0409,0.9670,0.9832,0.9832,163.14
2025-08-01 11:54:09,22,0.1043,0.9441,0.9712,0.9712,0.0410,0.9670,0.9832,0.9832,163.32
2025-08-01 11:56:52,23,0.1039,0.9439,0.9711,0.9711,0.0407,0.9671,0.9833,0.9833,163.77
2025-08-01 11:59:37,24,0.1067,0.9439,0.9711,0.9711,0.0406,0.9673,0.9834,0.9834,164.70
2025-08-01 12:02:22,25,0.1051,0.9438,0.9711,0.9711,0.0405,0.9673,0.9834,0.9834,164.43
2025-08-01 12:05:06,26,0.1038,0.9436,0.9710,0.9710,0.0403,0.9674,0.9834,0.9834,164.45
2025-08-01 12:07:50,27,0.1032,0.9437,0.9710,0.9710,0.0403,0.9674,0.9834,0.9834,164.15
2025-08-01 12:10:34,28,0.1054,0.9440,0.9712,0.9712,0.0403,0.9674,0.9834,0.9834,164.13
2025-08-01 12:13:18,29,0.1054,0.9438,0.9711,0.9711,0.0403,0.9674,0.9834,0.9834,164.07
2025-08-01 12:16:03,30,0.1046,0.9438,0.9711,0.9711,0.0404,0.9674,0.9834,0.9834,164.64
