timestamp,epoch,val_loss,val_iou,val_f1,val_accuracy,val_dice_loss,val_focal_loss,train_loss,train_iou,train_f1,train_accuracy,epoch_time_s
2025-08-01 10:26:14,1,0.1270,0.9067,0.9511,0.9511,0.3843,0.0978,0.1473,0.8974,0.9459,0.9459,408.89
2025-08-01 10:33:03,2,0.1277,0.9096,0.9526,0.9526,0.3859,0.0919,0.1237,0.9081,0.9518,0.9518,409.50
2025-08-01 10:39:53,3,0.1160,0.9131,0.9546,0.9546,0.3630,0.0783,0.1168,0.9111,0.9535,0.9535,409.32
2025-08-01 10:46:42,4,0.1098,0.9167,0.9565,0.9565,0.3483,0.0762,0.1094,0.9155,0.9559,0.9559,409.35
2025-08-01 10:53:33,5,0.1076,0.9193,0.9579,0.9579,0.3285,0.0751,0.1040,0.9186,0.9576,0.9576,411.36
2025-08-01 11:00:23,6,0.1037,0.9202,0.9584,0.9584,0.3168,0.0720,0.1000,0.9209,0.9588,0.9588,409.30
2025-08-01 11:07:13,7,0.1054,0.9223,0.9596,0.9596,0.3226,0.0683,0.0984,0.9218,0.9593,0.9593,410.35
2025-08-01 11:14:02,8,0.1043,0.9221,0.9595,0.9595,0.3236,0.0659,0.0971,0.9226,0.9597,0.9597,408.57
2025-08-01 11:20:52,9,0.1031,0.9229,0.9599,0.9599,0.3107,0.0684,0.0940,0.9238,0.9604,0.9604,410.41
2025-08-01 11:27:41,10,0.1027,0.9234,0.9602,0.9602,0.2986,0.0712,0.0912,0.9252,0.9611,0.9611,408.63
2025-08-01 11:34:29,11,0.1017,0.9229,0.9599,0.9599,0.3093,0.0672,0.0917,0.9254,0.9612,0.9612,408.68
2025-08-01 11:41:19,12,0.1034,0.9246,0.9608,0.9608,0.3008,0.0684,0.0889,0.9266,0.9619,0.9619,410.14
2025-08-01 11:48:09,13,0.1029,0.9253,0.9612,0.9612,0.2969,0.0695,0.0867,0.9273,0.9623,0.9623,409.09
2025-08-01 11:54:59,14,0.1043,0.9249,0.9610,0.9610,0.2907,0.0717,0.0856,0.9280,0.9626,0.9626,410.17
2025-08-01 12:01:48,15,0.1080,0.9246,0.9608,0.9608,0.2950,0.0756,0.0866,0.9282,0.9628,0.9628,408.79
2025-08-01 12:08:38,16,0.1030,0.9247,0.9609,0.9609,0.2993,0.0686,0.0852,0.9286,0.9630,0.9630,410.88
2025-08-01 12:15:28,17,0.1066,0.9254,0.9613,0.9613,0.2933,0.0733,0.0830,0.9296,0.9635,0.9635,409.25
2025-08-01 12:22:17,18,0.1027,0.9273,0.9623,0.9623,0.2821,0.0706,0.0801,0.9311,0.9643,0.9643,409.12
2025-08-01 12:29:06,19,0.1029,0.9271,0.9622,0.9622,0.2833,0.0708,0.0790,0.9317,0.9647,0.9647,409.24
2025-08-01 12:35:54,20,0.1041,0.9272,0.9622,0.9622,0.2807,0.0728,0.0779,0.9323,0.9650,0.9650,408.42
2025-08-01 12:42:43,21,0.1042,0.9273,0.9623,0.9623,0.2809,0.0729,0.0773,0.9326,0.9651,0.9651,408.51
2025-08-01 12:49:32,22,0.1047,0.9270,0.9621,0.9621,0.2821,0.0734,0.0770,0.9327,0.9652,0.9652,409.32
2025-08-01 12:56:21,23,0.1051,0.9271,0.9622,0.9622,0.2805,0.0740,0.0767,0.9328,0.9652,0.9652,408.81
2025-08-01 13:03:10,24,0.1049,0.9273,0.9623,0.9623,0.2796,0.0737,0.0760,0.9332,0.9655,0.9655,408.98
2025-08-01 13:09:58,25,0.1052,0.9273,0.9623,0.9623,0.2790,0.0742,0.0760,0.9332,0.9655,0.9655,408.08
2025-08-01 13:16:47,26,0.1054,0.9273,0.9623,0.9623,0.2789,0.0743,0.0763,0.9331,0.9654,0.9654,409.19
2025-08-01 13:24:06,27,0.1054,0.9274,0.9623,0.9623,0.2788,0.0743,0.0759,0.9333,0.9655,0.9655,438.80
2025-08-01 13:31:32,28,0.1059,0.9273,0.9623,0.9623,0.2782,0.0751,0.0762,0.9331,0.9654,0.9654,445.96
2025-08-01 13:39:02,29,0.1066,0.9272,0.9622,0.9622,0.2781,0.0761,0.0760,0.9332,0.9655,0.9655,449.76
2025-08-01 13:46:09,30,0.1059,0.9273,0.9623,0.9623,0.2784,0.0751,0.0761,0.9331,0.9654,0.9654,427.31
